Provider Name,Address1,Address2,City,County,State Code,Zip,National Drug Code,Order Label,Courses Available,Geocoded Address,NPI,Last Report Date,Provider Status,Provider Note
NATHAN LITTAUER HOSPITAL,99 East  State Street,,Gloversville,Fulton,NY,12078,00006-5055-06,Lagevrio (molnupiravir),31,POINT (-74.33301 43.07113),,04/29/2022 12:00:00 AM,ACTIVE,
Omnicare of Ballston Spa #48309,14 Commerce Drive,,Ballston Spa,Saratoga,NY,12020,00069-1085-30,Paxlovid,62,POINT (-73.834297 42.975215),1891897096.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #02217,878 LONG POND ROAD,CVS Pharmacy,Greece,Monroe,NY,14612,00006-5055-06,Lagevrio (molnupiravir),114,POINT (-77.69649 43.24088),1659475473.0,04/29/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #1619,1200 Marketplace Dr,,Rochester,Monroe,NY,14623,00006-5055-06,Lagevrio (molnupiravir),22,POINT (-77.622765 43.080155),1780601922.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #00407,598 MERRICK ROAD,CVS Pharmacy,Rockville Centre,Nassau,NY,11570,00069-1085-30,Paxlovid,16,POINT (-73.63203 40.65364),1184728933.0,04/29/2022 12:00:00 AM,ACTIVE,
WEGMANS FOOD MARKETS INC.,800 W MILLER ST,Wegmans,Newark,Wayne,NY,14513,00006-5055-06,Lagevrio (molnupiravir),27,POINT (-77.11143 43.04419),,04/30/2022 12:00:00 AM,ACTIVE,
Rite Aid 03984,82-13 37TH AVENUE,,Jackson Heights,Queens,NY,11372-7011,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.88378 40.74992),1457460362.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #17692,1730 HEMPSTEAD TURNPIKE,CVS Pharmacy,Elmont,Nassau,NY,11003,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.7038 40.7091),1669920310.0,04/29/2022 12:00:00 AM,ACTIVE,
NEWARK WAYNE COMMUNITY HOSP,1200 Driving Park Ave,,Newark,Wayne,NY,14513,00002-7589-01,Bebtelovimab,10,POINT (-77.10287 43.05927),,03/04/2022 12:00:00 AM,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
Walgreens Store #13611,16 ROUTE 59,,Nyack,Rockland,NY,10960,00069-1085-30,Paxlovid,15,POINT (-73.929065 41.093065),1275892937.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #05389,2535 STATE ROUTE 9,CVS Pharmacy,Malta,Saratoga,NY,12020,00006-5055-06,Lagevrio (molnupiravir),20,POINT (-73.79127 42.97334),1932202769.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 01862,214 CENTRAL AVENUE,,Silver Creek,Chautauqua,NY,14136-1339,00069-1085-30,Paxlovid,25,POINT (-79.16671 42.54472),1013026335.0,04/30/2022 12:00:00 AM,ACTIVE,
Stop and Shop Store # 509,74-17 GRAND AVENUE,,Elmhurst,Queens,NY,11373,00006-5055-06,Lagevrio (molnupiravir),48,POINT (-73.887275 40.73062),1043242993.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #06026,1140 OLD COUNTRY RD.,CVS Pharmacy,Riverhead,Suffolk,NY,11901,00069-1085-30,Paxlovid,40,POINT (-72.68154 40.92995),1053414896.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #05089,10 SOUTH WORK ST.,CVS Pharmacy,Falconer,Chautauqua,NY,14733,00006-5055-06,Lagevrio (molnupiravir),22,POINT (-79.19767 42.11831),1215030051.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 10808,4937 TRANSIT ROAD,,Depew,Erie,NY,14043-4624,00069-1085-30,Paxlovid,34,POINT (-78.69611 42.87982),1750480083.0,04/30/2022 12:00:00 AM,ACTIVE,
Rite Aid 04712,9302 3RD AVENUE,,Brooklyn,Kings,NY,11209-6802,00069-1085-30,Paxlovid,19,POINT (-74.03333 40.61855),1215047055.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #01128,72 BROOKSIDE AVE.,CVS Pharmacy,Chester,Orange,NY,10918,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-74.28185 41.356265),1114021870.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 10641,283 WEST JERICHO TURNPIKE,,Huntington Station,Suffolk,NY,11746-3667,00069-1085-30,Paxlovid,10,POINT (-73.420485 40.829215),1962502310.0,04/30/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #2586,2500 Walden Ave,,Cheektowaga,Erie,NY,14225,00006-5055-06,Lagevrio (molnupiravir),48,POINT (-78.74301 42.90875),1518984749.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #03067,1856 PLEASANTVILLE RD.,CVS Pharmacy,Briarcliff Manor,Westchester,NY,10510,00006-5055-06,Lagevrio (molnupiravir),21,POINT (-73.84636 41.16418),1689070583.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #05036,7600 ROUTE 32,CVS Pharmacy,Cairo,Greene,NY,12413,00006-5055-06,Lagevrio (molnupiravir),98,POINT (-73.98871 42.2939),1699878447.0,04/29/2022 12:00:00 AM,ACTIVE,
NeighboRx Pharmacy,331 Route 211 E,,Middletown,Orange,NY,10940,00006-5055-06,Lagevrio (molnupiravir),22,POINT (-74.439335 41.446381),1063722197.0,04/20/2022 12:00:00 AM,ACTIVE,
Rite Aid 10815,2325 GRAND ISLAND BLVD.,,Grand Island,Erie,NY,14072-1819,00069-1085-30,Paxlovid,1,POINT (-78.96491 43.02514),1841399029.0,04/30/2022 12:00:00 AM,ACTIVE,
Walgreens Store #11778,286 W MAIN ST,,Patchogue,Suffolk,NY,11772,00006-5055-06,Lagevrio (molnupiravir),95,POINT (-73.023638 40.764175),1366762411.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #05456,2027 DOUBLEDAY AVE.,CVS Pharmacy,Ballston Spa,Saratoga,NY,12020,00006-5055-06,Lagevrio (molnupiravir),19,POINT (-73.846995 43.01423),1467556282.0,04/29/2022 12:00:00 AM,ACTIVE,
Stony Brook Southampton Hospital,240 Meeting House Lane,,Southampton,Suffolk,NY,11968,00002-7589-01,Bebtelovimab,37,POINT (-72.380305 40.885085),,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 10662,229 INDEPENDENCE PLAZA,,Selden,Suffolk,NY,11784-2417,00069-1085-30,Paxlovid,9,POINT (-73.05025 40.86407),1972602217.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #05059,109 CLOWES AVE,CVS Pharmacy,Goshen,Orange,NY,10924,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-74.33201 41.39714),1760585509.0,04/29/2022 12:00:00 AM,ACTIVE,
Fine Care Pharmacy,380 Knickerbocker Ave,,Brooklyn,Kings,NY,11237,00006-5055-06,Lagevrio (molnupiravir),48,POINT (-73.92121 40.700225),1497002935.0,04/06/2022 12:00:00 AM,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
Walmart Pharmacy #2092,3000 Ford Street Ext,,Ogdensburg,Saint Lawrence,NY,13669,00069-1085-30,Paxlovid,16,POINT (-75.45614 44.7082),1053338293.0,04/29/2022 12:00:00 AM,ACTIVE,
Wegmans Food Markets Inc.,500 S. Meadow Dr.,Wegmans,Ithaca,Tompkins,NY,14850,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-76.510575 42.435655),,04/19/2022 12:00:00 AM,ACTIVE,
NYP-WEILL CORNELL MEDICAL CTR,512 E 71ST STREET,,New York,New York,NY,10021,00069-1085-30,Paxlovid,40,POINT (-73.95346 40.76542),,04/28/2022 12:00:00 AM,ACTIVE,
Stop and Shop Store # 528,1429 ROUTE 300,,Newburgh,Orange,NY,12550,00006-5055-06,Lagevrio (molnupiravir),47,POINT (-74.073095 41.523205),1164454013.0,04/30/2022 12:00:00 AM,ACTIVE,
WEIS MARKETS INC,401 N MAIN ST,,Elmira,Chemung,NY,14901,00069-1085-30,Paxlovid,17,POINT (-76.810425 42.091965),1942233275.0,04/28/2022 12:00:00 AM,ACTIVE,
Stony Brook Eastern Long Island Hos,201 Manor Place,,Greenport,Suffolk,NY,11944,00002-7589-01,Bebtelovimab,21,POINT (-72.36111 41.11034),,04/29/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #5027,4975 Transit Rd,,Depew,Erie,NY,14043,00006-5055-06,Lagevrio (molnupiravir),48,POINT (-78.694445 42.88229),1306150578.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 10826,291 WEST FERRY STREET,,Buffalo,Erie,NY,14213-1816,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-78.890634 42.91528),1386743565.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #17756,1520 Forest Avenue,CVS Pharmacy,Staten Island,Richmond,NY,10302,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-74.13981 40.6237),1497385967.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #02720,88-07 ROCKAWAY BEACH BLVD.,CVS Pharmacy,Rockaway Beach,Queens,NY,11693,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.81328 40.5868),1578667317.0,04/29/2022 12:00:00 AM,ACTIVE,
COMMUNITY MEMORIAL HOSPITAL,150 Broad Street,,Hamilton,Madison,NY,13346,00069-1085-30,Paxlovid,20,POINT (-75.54421 42.81205),,04/13/2022 12:00:00 AM,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
CVS Store #03104,310 HILLSIDE AVENUE,CVS Pharmacy,New Hyde Park,Nassau,NY,11040,00006-5055-06,Lagevrio (molnupiravir),16,POINT (-73.69765 40.74051),1689778441.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 03411,60 CENTRAL AVENUE,,Lancaster,Erie,NY,14086-2115,00069-1085-30,Paxlovid,34,POINT (-78.671115 42.90247),1598779878.0,04/30/2022 12:00:00 AM,ACTIVE,
Walgreens Store #19476,1819 W GENESEE ST,,Syracuse,Onondaga,NY,13204,00006-5055-06,Lagevrio (molnupiravir),48,POINT (-76.19268 43.0504),1407370190.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #19432,5 LAKE ST,,Stamford,Delaware,NY,12167,00006-5055-06,Lagevrio (molnupiravir),198,POINT (-74.62528 42.41129),1548784333.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #17616,2873 RICHMOND AVE,CVS Pharmacy,Staten Island,Richmond,NY,10314,00069-1085-30,Paxlovid,20,POINT (-74.16747 40.57485),1548694490.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #09866,370 WHITE PLAINS RD,,Eastchester,Westchester,NY,10709,00006-5055-06,Lagevrio (molnupiravir),32,POINT (-73.814605 40.9534),1659553998.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #06046,2690 HYLAN BOULEVARD,CVS Pharmacy,Staten Island,Richmond,NY,10306,00069-1085-30,Paxlovid,63,POINT (-74.11331 40.56656),1043313877.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #02671,750 AVENUE OF AMERICAS,CVS Pharmacy,New York,New York,NY,10010,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.959865 40.654555),1043318678.0,04/29/2022 12:00:00 AM,ACTIVE,
Wayne Drug- Oswego,24 W Bridge St,,Oswego,Oswego,NY,13126,00006-5055-06,Lagevrio (molnupiravir),80,POINT (-76.511765 43.456125),1275606097.0,04/25/2022 12:00:00 AM,ACTIVE,
Wegmans Food Markets Inc.,1955 Empire Blvd.,Wegmans,Webster,Monroe,NY,14580,00006-5055-06,Lagevrio (molnupiravir),26,POINT (-77.50463 43.19315),,04/28/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #5732,2 Gannett Dr,,Johnson City,Broome,NY,13790,00006-5055-06,Lagevrio (molnupiravir),18,POINT (-75.94697 42.11545),1881912954.0,04/29/2022 12:00:00 AM,ACTIVE,
The Golub Corporation,4535 COMMERICAL DRIVE,PRICE CHOPPER PHARMACY 207,New Hartford,Oneida,NY,13413,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-75.28 43.09),,04/04/2022 12:00:00 AM,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
Rite Aid 04928,1863 CENTRAL AVENUE,,Colonie,Albany,NY,12205-4221,00069-1085-30,Paxlovid,9,POINT (-73.849855 42.733285),1780793166.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #00428,1301 ULSTER AVE.,CVS Pharmacy,Kingston,Ulster,NY,12401,00069-1085-30,Paxlovid,33,POINT (-73.98958 41.96972),1871697623.0,04/29/2022 12:00:00 AM,ACTIVE,
Catholic Health Infusion Pharm C19,6350 Transit Road,#1,Depew,Erie,NY,14043,00002-7589-01,Bebtelovimab,49,POINT (-78.698105 42.929095),1649512179.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #02961,2 E. JERICHO TPKE,CVS Pharmacy,Huntington Station,Suffolk,NY,11746,00069-1085-30,Paxlovid,87,POINT (-73.408626 40.827795),1447354204.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #05456,2027 DOUBLEDAY AVE.,CVS Pharmacy,Ballston Spa,Saratoga,NY,12020,00069-1085-30,Paxlovid,6,POINT (-73.846995 43.01423),1467556282.0,04/29/2022 12:00:00 AM,ACTIVE,
NORTHERN DUTCHESS HOSPITAL,6511 Spring Brook Ave,,Rhinebeck,Dutchess,NY,12572,00002-7589-01,Bebtelovimab,28,POINT (-73.91275 41.93531),,04/15/2022 12:00:00 AM,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
CVS Store #00555,308 BROADWAY,CVS Pharmacy,Bethpage,Nassau,NY,11714,00069-1085-30,Paxlovid,20,POINT (-73.479045 40.74045),1962500595.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #10038,1905 RT 6,CVS Pharmacy,Carmel,Putnam,NY,10512,00069-1085-30,Paxlovid,30,POINT (-73.66919 41.41299),1295112639.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #19049,2616 BREWERTON RD,,Mattydale,Onondaga,NY,13211,00006-5055-06,Lagevrio (molnupiravir),48,POINT (-76.145045 43.10383),1063936185.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #09110,2474 HEMPSTEAD TPKE,,East Meadow,Nassau,NY,11554,00069-1085-30,Paxlovid,7,POINT (-73.54386 40.72398),1821259193.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #01906,"215-08 73RD AVE, WINDSOR PARK S/C",CVS Pharmacy,Bayside,Queens,NY,11364,00069-1085-30,Paxlovid,20,POINT (-73.75876 40.74068),1710085451.0,04/29/2022 12:00:00 AM,ACTIVE,
The Floating Hospital,2101 41st Ave,,Long Island City,Queens,NY,11101,00069-1085-30,Paxlovid,18,POINT (-73.94193 40.75416),,04/28/2022 12:00:00 AM,ACTIVE,
Rite Aid 01194,1941 SENECA STREET,,Buffalo,Erie,NY,14210-2310,00006-5055-06,Lagevrio (molnupiravir),22,POINT (-78.81343 42.85786),1073622387.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #16683,8801 QUEENS BLVD,CVS Pharmacy,Elmhurst,Queens,NY,11373,00069-1085-30,Paxlovid,28,POINT (-73.87488 40.73529),1962424515.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #10697,431 HAMILTON ST,,Geneva,Ontario,NY,14456,00069-1085-30,Paxlovid,1,POINT (-77.00077 42.857005),1306037437.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 10615,23  W PARK AVE,,Long Beach,Nassau,NY,11561,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.66368 40.58955),1699874933.0,04/30/2022 12:00:00 AM,ACTIVE,
The Golub Corporation,1879 ALTAMONT AVENUE,PRICE CHOPPER PHARMACY 175,Schenectady,Schenectady,NY,12303,00069-1085-30,Paxlovid,11,POINT (-73.9545 42.78201),,04/30/2022 12:00:00 AM,ACTIVE,
Rite Aid 04824,537-539 EAST 138TH STREET,,Bronx,Bronx,NY,10454-3007,00069-1085-30,Paxlovid,18,POINT (-73.91838 40.80731),1417066994.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #00618,4968 HARLEM ROAD,CVS Pharmacy,Amherst,Erie,NY,14226,00006-5055-06,Lagevrio (molnupiravir),22,POINT (-78.78402 42.97758),1740384403.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #13726,208 E ROUTE 59,,Spring Valley,Rockland,NY,10977,00006-5055-06,Lagevrio (molnupiravir),96,POINT (-74.04089 41.10992),1821369893.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #00631,75 N. MIDDLETOWN RD.,CVS Pharmacy,Pearl River,Rockland,NY,10965,00069-1085-30,Paxlovid,21,POINT (-74.01333 41.06054),1184728842.0,04/29/2022 12:00:00 AM,ACTIVE,
MEMORIAL HOSPITAL FOR CANCER AND AL,1275 YORK AVENUE,ATTN PHARMACY ABO5 Priti Patel,New York,New York,NY,10065,00310-7442-02,Evusheld,357,POINT (-73.9559 40.76409),,04/30/2022 12:00:00 AM,ACTIVE,
JEWISH HOME LIFECARE - MANHATTAN,120 WEST 106TH STREET,ATTN: PHARMACY,New York,New York,NY,10025,00002-7589-01,Bebtelovimab,50,POINT (-73.96448 40.79972),1811062920.0,04/21/2022 12:00:00 AM,ACTIVE,
Rite Aid 04712,9302 3RD AVENUE,,Brooklyn,Kings,NY,11209-6802,00006-5055-06,Lagevrio (molnupiravir),48,POINT (-74.03333 40.61855),1215047055.0,04/30/2022 12:00:00 AM,ACTIVE,
HealthDirect Inst. Pharmacy  #96,250 Wallace Way,,Rochester,Monroe,NY,14624,00006-5055-06,Lagevrio (molnupiravir),40,POINT (-77.744313 43.153587),,02/23/2022 12:00:00 AM,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
Rite Aid 01621,153 PROSPECT STREET,,Attica,Wyoming,NY,14011-1149,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-78.276995 42.872155),1427167741.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #10284,1304 FAIRPORT RD.,CVS Pharmacy,Fairport,Monroe,NY,14450,00006-5055-06,Lagevrio (molnupiravir),44,POINT (-77.46224 43.10194),1053717967.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #00724,560 N. GREENBUSH RD.,CVS Pharmacy,Rensselaer,Rensselaer,NY,12144,00006-5055-06,Lagevrio (molnupiravir),15,POINT (-73.69676 42.65019),1013207083.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #04958,"27 N. 6TH ST.,",CVS Pharmacy,Brooklyn,Kings,NY,11249,00006-5055-06,Lagevrio (molnupiravir),22,POINT (-73.962565 40.720115),1396041950.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 10546,180 ROUTE 52,,Carmel,Putnam,NY,10512-1200,00069-1085-30,Paxlovid,8,POINT (-73.68027 41.43562),1457451809.0,04/30/2022 12:00:00 AM,ACTIVE,
NYC HEALTH + HOSPITALS/CONEY ISLAND,2601 OCEAN PARKWAY,ROOM 2N1D,Brooklyn,Kings,NY,11235,00069-1085-30,Paxlovid,99,POINT (-73.96573 40.58602),,04/28/2022 12:00:00 AM,ACTIVE,
CVS Store #04745,26-32 MAMARONECK ST.,CVS Pharmacy,White Plains,Westchester,NY,10601,00069-1085-30,Paxlovid,20,POINT (-73.76663 41.0317),1821286139.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #06237,399 JERUSALEM AVE.,CVS Pharmacy,Hicksville,Nassau,NY,11801,00006-5055-06,Lagevrio (molnupiravir),21,POINT (-73.51842 40.75111),1326377797.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 10824,789 TONAWANDA STREET,,Buffalo,Erie,NY,14207-1421,00069-1085-30,Paxlovid,8,POINT (-78.903665 42.95022),1356440606.0,04/30/2022 12:00:00 AM,ACTIVE,
HIGHLAND HOSPITAL,1000 SOUTH AVE,ATTN PHARMACY,Rochester,Monroe,NY,14620-0000,00006-5055-06,Lagevrio (molnupiravir),85,POINT (-77.606226 43.135545),,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #10512,720 E RIDGE RD,,Rochester,Monroe,NY,14621,00069-1085-30,Paxlovid,3,POINT (-77.599255 43.197465),1104062579.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #05072,"225 MAIN ST.,",CVS Pharmacy,Dansville,Livingston,NY,14437,00069-1085-30,Paxlovid,47,POINT (-77.697515 42.56149),1306949144.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 03774,2426-34 EASTCHESTER ROAD,,Bronx,Bronx,NY,10469-5916,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.84314 40.8614),1477662906.0,04/30/2022 12:00:00 AM,ACTIVE,
SMARTRX PHARMACY INC,1706 LEXINGTON AVE,,New York,New York,NY,10029,00310-7442-02,Evusheld,24,POINT (-73.946125 40.79279),,04/20/2022 12:00:00 AM,ACTIVE,
CVS Store #05370,1 EAST MERRICK RD,CVS Pharmacy,Valley Stream,Nassau,NY,11580,00069-1085-30,Paxlovid,106,POINT (-73.69719 40.664825),1114020948.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #11038,153-01 10TH AVENUE,CVS Pharmacy,Whitestone,Queens,NY,11357,00006-5055-06,Lagevrio (molnupiravir),20,POINT (-73.80792 40.79348),1407364284.0,04/29/2022 12:00:00 AM,ACTIVE,
Stop and Shop Store # 547,2450 JERUSALEM AVE,,N Bellmore,Nassau,NY,11710,00069-1085-30,Paxlovid,9,POINT (-73.54098 40.69014),1225060189.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #00744,613 NEW SCOTLAND AVENUE,CVS Pharmacy,Albany,Albany,NY,12208,00006-5055-06,Lagevrio (molnupiravir),21,POINT (-73.80329 42.65726),1518061274.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #16462,4120 PALISADES CENTER DR,CVS Pharmacy,West Nyack,Rockland,NY,10994,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.95865 41.09833),1740202399.0,04/29/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #3280,1490 HUDSON AVE,,Rochester,Monroe,NY,14621,00069-1085-30,Paxlovid,13,POINT (-77.598495 43.19368),1225055395.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #01791,156 HENRY STREET,CVS Pharmacy,Brooklyn,Kings,NY,11201,00069-1085-30,Paxlovid,36,POINT (-73.994015 40.696065),1578667333.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #01931,202 OLD COUNTRY ROAD,CVS Pharmacy,Hicksville,Nassau,NY,11801,00069-1085-30,Paxlovid,43,POINT (-73.52902 40.76271),1235233990.0,04/29/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #2120,5396 State Highway 12,,Norwich,Chenango,NY,13815,00069-1085-30,Paxlovid,58,POINT (-75.527145 42.496945),1144247388.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #08447,222 NORTH AVENUE,CVS Pharmacy,New Rochelle,Westchester,NY,10801,00069-1085-30,Paxlovid,25,POINT (-73.78134 40.91025),1467745315.0,04/29/2022 12:00:00 AM,ACTIVE,
KindFusion DUMBO Office,164 water street,,Brooklyn,Kings,NY,11201,00002-7589-01,Bebtelovimab,5,POINT (-73.98708 40.70305),1881831873.0,04/20/2022 12:00:00 AM,ACTIVE,
Rite Aid 10652,5507 NESCONSET HWY STE 100,,Mount Sinai,Suffolk,NY,11766-2008,00006-5055-06,Lagevrio (molnupiravir),22,POINT (-73.03163 40.931245),1013016294.0,04/30/2022 12:00:00 AM,ACTIVE,
Sams Pharmacy #6431,830 County Rd 64 Ste 2,,Elmira,Chemung,NY,14903,00069-1085-30,Paxlovid,18,POINT (-76.88227 42.153385),1750499141.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 03817,57 EAST BURNSIDE AVENUE,,Bronx,Bronx,NY,10453-4105,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.90605 40.85362),1013026558.0,04/30/2022 12:00:00 AM,ACTIVE,
Rite Aid 10640,391 WEST MAIN STREET,,Huntington,Suffolk,NY,11743-3203,00069-1085-30,Paxlovid,24,POINT (-73.432505 40.870435),1760581029.0,04/30/2022 12:00:00 AM,ACTIVE,
Saint Josephs Hospital,127 SOUTH BROADWAY,,Yonkers,Westchester,NY,10701,00002-7589-01,Bebtelovimab,9,POINT (-73.89728 40.93901),,04/27/2022 12:00:00 AM,ACTIVE,
Rite Aid 00497,350 NIAGARA STREET,,Buffalo,Erie,NY,14201-1833,00006-5055-06,Lagevrio (molnupiravir),21,POINT (-78.885652 42.893655),1538278023.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #08317,270 HALSTEAD AVENUE #278,CVS Pharmacy,Harrison,Westchester,NY,10528,00006-5055-06,Lagevrio (molnupiravir),47,POINT (-73.713515 40.968945),1649599143.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #02720,88-07 ROCKAWAY BEACH BLVD.,CVS Pharmacy,Rockaway Beach,Queens,NY,11693,00069-1085-30,Paxlovid,37,POINT (-73.81328 40.5868),1578667317.0,04/29/2022 12:00:00 AM,ACTIVE,
WEGMANS FOOD MARKETS INC.,6600 PITTSFORD PALMYRA RD,,Fairport,Monroe,NY,14450,00006-5055-06,Lagevrio (molnupiravir),25,POINT (-77.44591 43.0714),,04/28/2022 12:00:00 AM,ACTIVE,
Westchester Ellenville Reg Hosp,10 Healthy Way,,Ellenville,Ulster,NY,12428,00310-7442-02,Evusheld,24,POINT (-74.37929 41.73276),,04/21/2022 12:00:00 AM,ACTIVE,
CVS Store #17131,1050 RIDGE RD,CVS Pharmacy,Webster,Monroe,NY,14580,00069-1085-30,Paxlovid,18,POINT (-77.45171 43.21007),1710909379.0,04/29/2022 12:00:00 AM,ACTIVE,
Kinney Drugs #73-Moravia,130 Main St,,Moravia,Cayuga,NY,13118,00006-5055-06,Lagevrio (molnupiravir),18,POINT (-76.42069 42.71208),1710094990.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 10680,1483 ROUTE 9,,Clifton Park,Saratoga,NY,12065-6522,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.77248 42.866476),1760581904.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #05027,625 E. MAIN ST.,CVS Pharmacy,Little Falls,Herkimer,NY,13365,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-74.85657 43.04401),1669575494.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #19145,5942 S SALINA ST,,Syracuse,Onondaga,NY,13205,00006-5055-06,Lagevrio (molnupiravir),123,POINT (-76.14386 42.98443),1326562398.0,04/29/2022 12:00:00 AM,ACTIVE,
Shoprite,46 THOMPSON SQUARE,Shoprite,Monticello,Sullivan,NY,12701,00069-1085-30,Paxlovid,30,POINT (-74.6708 41.66684),,04/28/2022 12:00:00 AM,ACTIVE,
Caretender LLC,172-17 Jamaica Avenue,,Jamaica,Queens,NY,11432,00002-7589-01,Bebtelovimab,20,POINT (-73.78736 40.70799),1851052161.0,03/24/2022 12:00:00 AM,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
CVS Store #02498,341 9TH STREET,CVS Pharmacy,Brooklyn,Kings,NY,11215,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-73.98483 40.668785),1023112869.0,04/29/2022 12:00:00 AM,ACTIVE,
